,real,forecast56,forecast84,forecast1092,forecast1456,forecast_averaged
2019-12-04 05:00:00,37.51,37.30545945808481,37.03068306352385,40.58302666659952,38.53424844877851,38.363354409246675
2019-12-04 06:00:00,42.69,45.82376337448369,46.87751739971448,47.91490339947753,46.8207570027807,46.8592352941141
2019-12-04 07:00:00,53.4,54.72625014473311,55.40705114671493,57.922272618661566,55.799155919122725,55.96368245730808
2019-12-04 08:00:00,54.76,57.16233558159015,58.06309971285279,61.596219664035566,58.846672573541014,58.91708188300488
2019-12-04 09:00:00,51.47,54.80236094352172,55.04473649398741,58.5492794839215,54.923417016631454,55.82994848451552
2019-12-04 10:00:00,46.34,52.364341987293464,52.32634922835926,56.01916650607238,51.280551784130544,52.99760237646391
2019-12-04 11:00:00,44.99,50.49217829156568,50.03776819630516,52.70705666953314,49.711912779636755,50.73722898426018
2019-12-04 12:00:00,43.81,49.1425878503253,47.35973360974578,51.57397505745658,47.533029653528516,48.902331542764045
2019-12-04 13:00:00,47.99,50.63546011911921,50.742207857283724,53.30701506604112,49.34956859934826,51.00856291044808
2019-12-04 14:00:00,55.01,54.32567415768909,53.586490856190856,57.73168784666496,53.05166466849619,54.673879382260274
2019-12-04 15:00:00,58.3,55.86537056286724,57.073067100851404,61.240907165136996,57.62194313459296,57.95032199086215
2019-12-04 16:00:00,62.69,58.31274870524127,58.92147747752396,63.361880935219105,59.54738318258965,60.03587257514349
2019-12-04 17:00:00,70.6,63.13071598148653,63.39337839799928,67.19938546483975,64.68054429174987,64.60100603401885
2019-12-04 18:00:00,60.06,60.64387221626865,60.75249845113471,62.46101200225952,59.933847098455665,60.947807442029635
2019-12-04 19:00:00,60.1,58.9165654745656,57.47071193916352,59.641187824242536,56.672690408086694,58.175288911514585
2019-12-04 20:00:00,52.93,53.20396639528384,52.06219048704813,56.36404776102319,54.04974612317858,53.91998769163344
2019-12-04 21:00:00,49.5,47.29564524279552,47.39521489259626,52.061479450532715,49.66558542041946,49.10448125158599
2019-12-04 22:00:00,41.7,42.65512016257589,44.25845412906946,49.36299811279624,47.593805712664576,45.96759452927654
2019-12-04 23:00:00,39.1,40.70808782045399,40.36265155573967,47.17748420966147,45.33655092834714,43.39619362855056
2019-12-05 00:00:00,36.16,39.91517471083251,37.11416833444162,37.63969144664826,37.66814691708057,38.08429535225074
2019-12-05 01:00:00,35.73,36.6888400919606,37.18017993608881,39.99175880793685,37.10206002892724,37.74070971622838
2019-12-05 02:00:00,35.86,43.338487239048405,34.20044886297769,41.26409862647272,35.716411185401476,38.62986147847508
2019-12-05 03:00:00,35.75,32.6784635411835,32.84777492730953,41.27903130102096,34.90683552064632,35.42802632254008
2019-12-05 04:00:00,35.56,34.77077814744314,35.112230748091115,39.70918448097388,35.033610161279896,36.15645088444701
2019-12-05 05:00:00,36.14,38.593591430344595,38.42317662984375,40.446243444645546,37.15953598719042,38.65563687300608
2019-12-05 06:00:00,42.22,45.39472825029016,44.78181776053407,51.210665458888684,46.88533091072989,47.0681355951107
2019-12-05 07:00:00,59.59,54.44069272668274,53.46070496565195,57.93901340766831,55.58754126868757,55.35698809217264
2019-12-05 08:00:00,58.29,58.45752065301632,56.83351879190101,60.347733725719145,58.51472541560602,58.53837464656062
2019-12-05 09:00:00,51.23,53.85232716069578,52.435334707053,55.12282542739262,53.35534542476961,53.69145817997775
2019-12-05 10:00:00,46.15,50.05702076190346,50.598577730769655,51.44944376902125,49.072937465924866,50.29449493190481
2019-12-05 11:00:00,41.87,49.057947609731684,48.39869988763961,47.842783640975,46.047923623277676,47.83683869040599
2019-12-05 12:00:00,41.61,45.55084934898893,45.06461084340477,44.981404231962614,43.09803288203222,44.67372432659713
2019-12-05 13:00:00,41.52,46.43275991761926,46.581774813274144,44.03409397074931,43.21012965366334,45.06468958882651
2019-12-05 14:00:00,46.95,47.12572872048192,45.923248119230145,48.13902052042917,45.95679193654796,46.786197324172306
2019-12-05 15:00:00,50.41,48.604919235405376,46.790182471379175,50.607101191114985,49.393475732033615,48.848919657483286
2019-12-05 16:00:00,51.47,48.866190784963464,50.28706192238046,53.735401749859676,51.77279802226936,51.16536311986824
2019-12-05 17:00:00,46.63,50.772954801439504,51.32160024899786,55.39262875373313,54.11739183389436,52.90114390951621
2019-12-05 18:00:00,43.44,45.36729381181979,47.054413612283405,47.41464955557968,46.31976355715481,46.53903013420942
2019-12-05 19:00:00,38.15,41.55297515103912,42.73833925544031,41.87386901898214,40.31115235701049,41.619083945618016
2019-12-05 20:00:00,36.24,36.93844995605695,36.416993749035065,36.730235979978616,36.19014053343023,36.568955054625214
